['ἀγγελιᾱ-φόρος', 'ἀγγελιηφ-']
['ἀγγελιώτης', '-ου', 'ὁ']
['ἀγγέλλω', 'ἄγγελος']
['ἄγγελμα', '-ατος', 'τό']
['ἄγγελος', 'ὁ', 'ἡ']
['ἀγγήιον', 'τό']
['ἄγγος', '-εος', 'τό']
['ἀγ-γράφω']
['ἄγε', 'ἄγετε']
['ἀγείρω']
['ἀ-γείτων', '-ον']
['ἀγελᾱδόν']
['ἀγελαῖος', '-α', '-ον', 'ἀγέλη']
['ἀγελαρχέω']
['ἀγελ-άρχης', '-ου', 'ὁ', 'ἀγέλη', 'ἄρχω']
['ἀγελαστί']
['ἀ-γέλαστος', '-ον', 'γελάω']
['ἀγελείη', 'ἡ', 'ἄγω', 'λεία']
['ἀγέλη', 'ἡ', 'ἄγω', 'βούνομος']
['ἀγεληδόν', 'ἀγελᾱδόν']
['ἀγέληφι']
['ἀγέμεν']
['ἁγεμόνευμα', 'ἁγεμονεύω', 'ἁγεμών']
['ἄγεν']
['ἀγενεᾱλόγητος', '-ον']
['ἀ-γένειος', '-ον', 'γένειον']
['ἀ-γένητος', '-ον', 'γενέσθαι']
['ἀ-γεννής', '-ές', 'γέννα']
['ἀ-γέννητος', '-ον', 'γεννάω']
['ἁγέομαι']
['ἀ-γέραστος', '-ον', 'γέρας']
['ἀγερέσθαι']
['ἄγερθεν']
['ἀγέροντο']
['ἄγερσις', '-εως', 'ἡ', 'ἀγείρω']
['ἀγέρωχος[ᾰ]', '-ον']
['ἀγεσίλαος', 'ἀγησίλαος']
['ἀγέ-στρατος', 'ὁ', 'ἡ']
['ἁγέτης', 'ἁγέτις']
['ἄ-γευστος', '-ον', 'γεύομαι']
['ἄγη', 'ἄγᾱ[ᾰγ]']
['ἀγή', 'ἀγὰ[ᾱγ]']
['ἄγη']
['ἀγηγέρατο']
['ἁγηλᾰτέω']
['ἄγημα', '-ατος', 'τό', 'ἄγω']
['ἀγηνόρειος', 'ἀγᾱνόρ-']
['ἀγηνορία[ᾰ]', 'ἡ']
['ἀγ-ήνωρ[ᾰ]', '-ορος', 'ὁ', 'ἡ']
['ἀγήοχα']
['ἀ-γήραντος', '-ον', 'γηράσκω']
['ἀ-γήραος', '-ον', 'ἀγήρως']
['ἀ-γήρᾰτος', '-ον']
['ἀγήρως', '-ων']
['ἀγησί-λᾱος[ᾱγ]', '-ου', 'ὁ', 'ἡγησίλεως', 'ἀγεσίλας']
['ἀγησί-χορος', '-ον', 'ἁγέομαι']
['ἁγητήρ', '-ῆρος', 'ὁ']
['ἀγητός', '-ή', '-όν', 'ἄγαμαι']
['ἁγιάζω']
['ἁγιασμός', '-οῦ', 'ὁ']
['ἁγίζω']
['ἀγῑνέω']
['ἅγιος[ᾰ]', '-α', '-ον', 'ἄγος']
['ἁγιότης', '-ητος', 'ἡ']
['ἁγιστεία', 'ἡ']
['ἁγιστεύω']
['ἁγιωσύνη', 'ἡ', 'ἅγιος']
['ἀγκάζομαι', 'ἀγκάς']
['ἄγκᾰθεν']
['ἀγκάλη[ᾰ]', 'ἡ', 'ἄγκος']
['ἀγκᾰλίζομαι']
['ἀγκᾰλίς', 'ἡ']
['ἀγκάλισμα', '-ατος', 'τό', 'ἀγκαλίζομαι']
['ἄγκαλος', 'ὁ', 'ἀγκάλη']
['ἀγκάς[ᾰς]']
['ἄγκειμαι']
['ἀγ-κηρύσσω']
['ἀγκίστριον', 'τό']
['ἀγκιστρό-δετος', '-ον']
['ἄγκιστρον', 'τὸ', 'ἄγκος']
['ἀγκιστρόομαι']
['ἀγ-κλίνω']
['ἀγκοίνη', 'ἡ', 'ἄγκος']
['ἀγ-κομίζω']
['ἄγκος', '-εος', 'τό']
['ἀγ-κρεμάσας', 'ἄγ-κρισις', 'ἀγ-κρούομαι']
['ἀγκύλη[ῠ]', 'ἡ', 'ἄγκος']
['ἀγκύλιον', 'τό']
['ἀγκῠλο-γλώχιν', '-ῑνος']
['ἀγκῠλ-όδους', '-οντος', 'ὁ', 'ἡ']
['ἀγκῠλο-μήτης', '-ου', 'ὁ', 'ἡ', 'μῆτις']
['ἀγκῠλό-πους', 'ὁ', 'ἡ']
['ἀγκύλος[ῠ]', '-η', '-ον', 'ἄγκος']
['ἀγκῠλό-τοξος', '-ον', 'τόξον']
['ἀγκῠλο-χείλης', '-ου', 'ὁ', 'χεῖλος']
['ἀγκῠλο-χήλης', '-ου', 'ὁ', 'χηλή']
['ἀγκῠλόω']
['ἀγκῠλωτός', '-ή', '-όν']
['ἄγκῡρα', 'ἡ', 'ἄγκος', 'ὀχέω']
['ἀγκῡρίζω']
['ἀγκύριον', 'τό']
['ἀγκών', '-ῶνος', 'ὁ', 'ἄγκος']
['ἀγλα-έθειρος', '-ον', 'ἔθειρα']
['ἀγλαΐα', '-ΐη']
['ἀγλαΐζω']
['ἀγλάϊσμα', '-ατος', 'τό']
['ἀγλαό-γυιος', '-ον', 'γυῖον']
['ἀγλαό-δενδρος', '-ον', 'δένδρον']
['ἀγλαό-δωρος', '-ον', 'δῶρον']
['ἀγλαό-θῡμος', '-ον']
['ἀγλαό-καρπος', '-ον']
['ἀγλαό-μορφος', '-ον', 'μορφή']
['ἀγλαός', '-ή', '-όν', '-ός', '-όν']
['ἀγλαο-τρῐαίνης', '-ου', 'ὁ']
['ἀγλα-ώψ', '-ῶπος', 'ὁ', 'ἡ']
['ἄγλῑς']
['ἄ-γλωσσος', 'ἄγλωττος']
['ἆγμα', '-ατος', 'τό', 'ἄγνυμι']
['ἀγμός', 'ὁ', 'ἄγνυμι']
['ἄ-γναμπτος', '-ον']
['ἄ-γνᾰφος', '-ον', 'γνάπτω']
['ἁγνεία', 'ἡ', 'ἁγνεύω']
['ἅγνευμα', 'τό', 'ἁγνεύω']
['ἁγνεύω']
['ἁγνίζω']
['ἅγνισμα', '-ατος', 'τό']
['ἁγνιστέος', '-α', '-ον']
['ἀγνοέω', 'ἀγνοιέω']
['ἀγνόημα', 'τό', 'ἀγνοέω']
['ἄγνοιᾰ', 'ἡ', 'ἀγνοέω']
['ἀγνοιέω', 'ἀγνοέω']
['ἁγνό-ρῠτος', '-ον', 'ῥέω']
['ἁγνός', '-ή', '-όν', 'ἅγος']
['ἄγνος', 'ἡ']
['ἁγνότης', '-ητος', 'ἡ', 'ἁγνός']
['ἄγνῡμι']
['ἀγνωμονέω']
['ἀγνωμοσύνη', 'ἡ', 'ἀγνώμων']
['ἀ-γνώμων', '-ον']
['ἀ-γνώς', '-ῶτος', 'ὁ', 'ἡ', 'γι-γνώσκω']
['ἀγνωσία', 'ἡ', 'ἀγνώς']
['ἄ-γνωστος', 'ἄ-γνωτος', '-ον']
['ἀγ-ξηραίνω']
['ἀγονία', 'ἡ']
['ἄ-γονος', '-ον', 'γί-γνομαι']
['ἄ-γοος', '-ον']
['ἀγορά[ᾰγ]', '-ᾶς', 'ἀγορή', 'ἀγοραῖος']
['ἀγοράασθε[ᾱγ-]']
['ἀγοράζω[ᾰγ]', 'ἀγοραῖος']
['ἀγοραῖος[ᾰγ]', '-ον']
['ἀγορᾱνομικός', '-ή', '-όν']
['ἀγορᾱ-νόμος', 'ὁ', 'νέμω']
['ἀγοράομαι']
['ἀγορασ-ἀγένειος', '-ον']
['ἀγοράσδω']
['ἀγόρασμα', '-ατος', 'τό', 'ἀγοράζω']
['ἀγοραστής', '-οῦ', 'ὁ', 'ἀγοράζω']
['ἀγορεύω', 'ἀγορά']
['ἀγορή']
['ἀγορῆθεν']
['ἀγορήνδε']
['ἀγορητής', '-οῦ', 'ὁ', 'ἀγοράομαι']
['ἀγορητύς', '-ύος', 'ἡ', 'ἀγοράομαι']
['ἀγορῆφι']
['ἄγορος', 'ὁ']
['ἀγός[ᾰ]', '-οῦ', 'ὁ', 'ἄγω']
['ἅγος', 'ἄγος[ᾰ]', '-εος', 'τὸ', 'ἅζομαι']
['ἀγοστός', 'ὁ']
['ἄγρα', 'ἄγρη']
['ἀ-γράμμᾰτος', '-ον']
['ἄ-γραπτος', '-ον', 'γράφω']
['ἀγραυλέω']
['ἄγρ-αυλος', '-ον', 'ἀγρός', 'αὐλή']
['ἄ-γρᾰφος', '-ον', 'γράφω']
['ἄγρει', 'ἀγρεῖτε', 'ἀγρέω']
['ἀγρεῖος', '-α', '-ον', 'ἀγρός']
['ἀγρειοσύνη', 'ἡ', 'ἀγρεῖος']
['ἀγρεῖφνα', 'ἡ']
['ἀγρέμιον', 'τό']
['ἀγρεσία', '-ίη']
['ἄγρευμα', '-ατος', 'τό', 'ἀγρεύω']
['ἀγρεύς', '-έως', 'ὁ', 'ἀγρεύω']
['ἀγρευτήρ', '-ῆρος', 'ὁ']
['ἀγρευτής', '-οῦ', 'ὁ']
['ἀγρεύω']
['ἀγρέω']
['ἄγρη', 'ἡ']
['ἀγριαίνω']
['ἀγριάς', '-άδος', 'ἡ']
['ἀγρι-έλαιος', '-ον', 'ἐλαία']
['ἀγριο-ποιός', '-όν', 'ποιέω']
['ἄγριος', '-α', '-ον', '-ος', '-ον']
['ἀγριότης', '-ητος', 'ἡ', 'ἄγριος']
['ἀγριό-φωνος', '-ον', 'φωνή']
['ἀγριόω']
['ἀγρι-ωπός', '-όν', 'ὤψ']
['ἀγρο-βότης', '-ου', '-ας']
['ἀγρο-γείτων', '-ονος', 'ὁ']
['ἀγρο-δότης', '-ου', 'ὁ']
['ἀγρόθεν']
['ἀγροικία', 'ἡ']
['ἀγροικίζομαι']
['ἄγρ-οικος', '-ον']
['ἀγροιώτης', '-ου', 'ὁ', 'ἀγρότης']
['ἀγρόμενος']
['ἀγρόνδε']
['ἀγρόνομος', 'ἀγρονόμος', '-ον', 'νέμομαι']
['ἀγρός[ᾰ', '-οῦ', 'ὁ']
['ἀγρότερος', '-α', '-ον']
['ἀγροτήρ[ᾰ]', '-ῆρος', 'ὁ']
['ἀγρότης', '-ου', 'ὁ', 'ἀγρός']
['ἀγρο-φύλαξ[ῠ]', 'ὁ']
['ἀγρυπνέω']
['ἀγρυπνητικός', '-ή', '-όν', 'ἀγρυπνέω']
['ἀγρυπνία', '-ίη']
['ἄγρ-υπνος', '-ον', 'ἀγρέω']
['ἀγρώσσω']
['ἀγρώστης', '-ου', 'ὁ']
['ἄγρωστις', '-ιδος', '-εως', 'ἡ']
['ἀγρώτης', '-ου', 'ὁ']
['ἄγ-υια', '-ᾶς', 'ἡ', 'ἅρπυια']
['ἀγυιάτης[ᾱτ]', '-ου']
['ἀγυιᾶτις', '-ιδος', 'ἡ']
['Ἀγυιεύς', '-έως', 'ὁ', 'ἄγυια']
['ἀ-γυμνᾰσία', 'ἡ', 'γυμνάσιον']
['ἀ-γύμναστος', '-ον', 'γυμνάζω']
['ἄγῠρις[ᾰ]', '-ιος', 'ἡ']
['ἀγυρμός', 'ὁ']
['ἀγυρτάζω']
['ἀγύρτης', '-ου', 'ὁ', 'ἀγείρω']
['ἀγυρτικός', '-ή', '-όν']
['ἀγύρτρια', 'ἡ']
['ἀγχέ-μᾰχος', '-ον', 'ἄγχι', 'μάχομαι']
['ἄγχῐ', 'ἄγχω', 'ἆσσον', 'ἄγχιστος']
['ἀγχί-ᾰλος', '-ον', '-η', '-ον', 'ἅλς']
['ἀγχι-βᾰθής']
['ἀγχι-γείτων', '-ον']
['ἀγχί-θεος', '-ον']
['ἀγχίθῠρος', '-ον', 'θύρα']
['ἀγχί-μολος', '-ον', 'μολεῖν']
['ἀγχι-νεφής', '-ές', 'νέφος']
['ἀγχίνοια', 'ἡ']
['ἀγχί-νοος', '-ον', 'ἀγχίνους']
['ἀγχί-πλοος', '-ον', 'ἀγχίπλους']
['ἀγχί-πορος', '-ον']
['ἀγχί-πτολις', '-εως', 'ὁ', 'ἡ']
['ἀγχιστεία', 'ἡ', 'ἀγχιστεύω']
['ἀγχιστεῖα', 'τά']
['ἀγχιστεύς', '-έως', 'ὁ']
['ἀγχιστεύω']
['ἀγχιστήρ', '-ῆρος', 'ὁ']
['ἀγχιστῖνος', '-η', '-ον']
['ἄγχιστος', '-ου']
['ἀγχί-στροφος', '-ον', 'στρέφω']
['ἀγχι-τέρμων', '-ον']
['ἀγχί-τοκος', '-ον', 'τίκτω']
['ἀγχόθεν']
['ἀγχόθι']
['ἀγχόνη', 'ἡ', 'ἄγχω']
['ἀγχόνιος', '-α', '-ον', 'ἄγχω']
['ἀγχοτάτω']
['ἀγχότερος', '-α', '-ον']
['ἀγχοῦ']
['ἄγχ-ουρος', '-ον']
['ἄγχω', 'ἀπάγχω']
['ἀγχ-ώμᾰλος', '-ον', 'ἄγχι', 'ὁμαλός']
['ἄγω[ᾰ]', 'ἕλκω']
['ἁγώ[ᾱ]']
['ἀγωγαῖος', '-ον']
['ἀγωγεύς', '-έως', 'ὁ']
['ἀγωγή', 'ἡ', 'ἄγω']
['ἀγώγιμος', '-ον', 'ἄγω']
['ἀγώγιον', 'τό', 'ἄγω']
['ἀγωγός', '-όν', 'ἄγω']
['ἁγών[ᾱ]']
['ἀγών[ᾰ]', '-ῶνος', 'ὁ', 'ἄγομαι']
['ἀγων-άρχης', '-ου', 'ὁ', 'ἄρχω']
['ἀγωνία', '-ίη']
['ἀγωνιάω']
['ἀγωνίδαται', 'ἀγωνίζομαι']
['ἀγωνίζομαι']
['ἀγώνιος', '-ον', 'ἀγών']
['ἀγώνῐσις', 'ἡ', 'ἀγωνίζομαι']
['ἀγώνισμα', '-ατος', 'τό', 'ἀγωνίζομαι']
['ἀγωνισμός', 'ὁ', 'ἀγωνίζομαι']
['ἀγωνιστέον']
['ἀγωνιστής', '-οῦ', 'ὁ', 'ἀγωνίζομαι']
['ἀγωνιστικός', '-ή', '-όν', 'ἀγωνίζομαι']
['ἀγωνοθεσία', 'ἡ']
['ἀγωνοθετέω']
['ἀγωνο-θέτης', '-ου', 'ὁ', 'τίθημι']
['ἀδᾰημονία', 'ἡ']
['ἀ-δαήμων', '-ον', '*δάω']
['ἀ-δαής', '-ές', '*δάω']
['ἀ-δάητος', '-ον', '*δάω']
['ἄ-δαιτος', '-ον', 'δαίνυμαι']
['ἄ-δακρῠς', '-υ']
['ἀδακρῡτί']
['ἀ-δάκρῡτος', '-ον', 'δακρύω', 'ἄδερκτος']
['ἀδαμάντῐνος', '-η', '-ον', 'ἀδάμας']
['ἀδᾰμαντό-δετος', '-ον']
['ἀ-δάμας', '-αντος', 'ὁ', 'δαμάω']
['ἀ-δάμαστος', '-ον', 'δαμάω']
['ἀ-δάμᾰτος', '-ον', 'πέσημα']
['ἀ-δάπᾰνος', '-ον', 'δαπάνη']
['ᾅδας', 'Ἅιδας']
['ἄ-δαστος', '-ον', 'δατέομαι']
['ἀδδεές', 'ἀδεής']
['ἀδδηκότες', 'ἄδδην', 'ἀδδηφαγέω', 'ἀδέω', 'ἄδην', 'ἀδηφαγέω']
['ἅδε', 'ἁνδάνω']
['ἀδέα', 'ἡδύς']
['ἀ-δεής', 'ἀδειής', 'ἀλεής']
['ἄδεια', 'ἡ', 'ἀδεής']
['ἀδειής', '-ές']
['ἀ-δείμαντος', '-ον', 'δειμαίνω']
['ἁδεῖν']
['ἄ-δειπνος', '-ον', 'δεῖπνον']
['ἀ-δέκαστος', '-ον', 'δεκάζω']
['ἀ-δεκάτευτος', '-ον', 'δεκατεύω']
['ἀδελφεά', '-εή', 'ἀδελφεός', '-ειός', 'ἀδελφή', 'ἀδελφός']
['ἀδελφεο-κτόνος', '-ον']
['ἀδελφή', 'ἡ', 'ἀδελφεή', 'ἀδελφειή', 'ἀδελφεά']
['ἀδελφιδέος', '-οῦς']
['ἀδελφῐδῆ', 'ἡ']
['ἀδελφίδιον', 'τό']
['ἀδελφο-κτόνος', '-ον', 'κτείνω']
['ἀδελφός[ᾰ]']
['ἁδελφός']
['ἀδελφότης', '-ητος', 'ἡ', 'ἀδελφός']
['ἀ-δέξιος', '-ον', 'δεξιά']
['ἀ-δερκής', '-ές', 'δέρκομαι']
['ἄ-δερκτος', '-ον', 'δέρκομαι', 'ἀδάκρυτος']
['ἄ-δεσμος', '-ον']
['ἀ-δέσποτος', '-ον', 'δεσπότης']
['ἄ-δετος', '-ον']
['ἀ-δευκής', '-ές']
['ἀ-δέψητος', '-ον', 'δεψέω']
['ἀδέω[ᾱ]', 'ἄω']
['ἅδῃ']
['ἀ-δήϊος', 'ἀ-δῇος']
['ἄ-δηκτος', '-ον', 'δάκνω']
['ἀδηλέω']
['ἀδηλία', 'ἡ']
['ἄ-δηλος', '-ον']
['ἀδημονέω[ᾰδ-]']
['ἀδημονία', 'ἡ']
['ἅδην', 'ἄδην[ᾰ]', 'ἄω']
['ἀδῇος', '-ον']
['ἄ-δηρις', '-ιος', 'ὁ', 'ἡ']
['ἀ-δήρῑτος', '-ον', 'δηρίομαι']
['ᾅδης', 'Ἅιδης', '-ου', 'ὁ', 'Ἀΐδης', 'Ἀΐδας', 'Πλούτων']
['ἀδήσειε', 'ἀδηκότες', 'ἀδέω']
['ἁδήσω']
['ἀδη-φάγος', '-ον', 'ἅδην', 'φᾰγεῖν']
['ἀ-δῄωτος', '-ον']
['ἀ-διάβᾰτος', '-ον']
['ἀ-διάβλητος', '-ον', 'διαβάλλω']
['ἀ-διάθετος', '-ον', 'διατίθεμαι']
['ἀ-διάκρῐτος', '-ον']
['ἀ-διάλειπτος', '-ον', 'διαλείπω']
['ἀ-διάλῠτος', '-ον', 'διαλύω']
['ἀ-δίαντος', '-ον', 'διαίνω']
['ἀ-δίαυλος', '-ον']
['ἀ-διάφθαρτος', '-ον', 'διαφθείρω']
['ἀ-διαφθορία', 'ἡ']
['ἀ-διάφθορος', '-ον', 'διαφθείρω']
['ἀ-δίδακτος[ῐ]', '-ον']
['ἀ-διέξοδος', '-ον']
['ἀ-διερεύνητος', '-ον', 'διερευνάω']
['ἀ-διήγητος', '-ον', 'διηγέομαι']
['ἀ-δίκαστος', '-ον', 'δικάζω']
['ἀδικείμενος']
['ἀδῐκέω:']
['ἀδίκημα', '-ατος', 'τό', 'ἀδικέω']
['ἀδικητέον']
['ἀδῐκία', '-ίη']
['ἀδίκιον', 'τό']
['ἄ-δῐκος', '-ον', 'δίκη']
['ἁδῐνός', '-ή', '-όν[ᾰ]', 'ἁδρός']
['ἀ-διόρθωτος', '-ον', 'διορθόω', 'διορθωτής']
['ἀ-δίστακτος', '-ον', 'διστάζω']
['ἄ-διψος', '-ον', 'δίψα']
['ἀδμής', '-ῆτος', 'ὁ', 'ἡ']
['ἄ-δμητος', '-η', '-ον']
['ἅδοι']
['ἀ-δόκητος', '-ον', 'δοκέω']
['ἀ-δοκίμαστος', '-ον', 'δοκιμάζω']
['ἀ-δόκῐμος', '-ον']
['ἀδολεσχέω[ᾱ]']
['ἀδο-λέσχης[ᾱ]', '-ου', 'ὁ']
['ἀδολεσχία[ᾱ]', 'ἡ']
['ἀδό-λεσχος[ᾱ]', '-ον']
['ἄ-δολος', '-ον']
['ἅδον']
['ἀ-δόνητος', '-ον', 'δονέω']
['ἀδονίς[ᾱ]', 'ἡ']
['ἀ-δόξαστος', '-ον', 'δοξάζω']
['ἀδοξέω']
['ἀδοξία', 'ἡ']
['ἄ-δοξος', '-ον', 'δόξα']
['ἅδος[ᾰ]', '-εος', 'τό', 'ἅδην']
['ἇδος', 'ἁδοσύνη']
['ἄ-δοτος', '-ον']
['ἄ-δουλος', '-ον']
['ἀ-δούπητος', '-ον', 'δουπέω']
['ἀ-δρᾰνής', '-ές', 'δραίνω']
['Ἀδράστεια', 'Ἀδρήστεια']
['ἄ-δραστος', 'ἄ-δρηστος']
['Ἀδρίας', '-ου', '-ίης', 'Ἀδριᾱνός', 'Ἀδριηνός', 'Ἀδριᾰκὸς']
['ἁδρόομαι']
['ἁδρός', '-ά', '-όν']
['ἁδροσύνη', 'ἡ', 'ἁδρός']
['ἁδροτής', '-ῆτος', 'ἡ', 'ἁδρός']
['ἁδρόω', 'ἁδρόομαι']
['ἀ-δρυάς', '-άδος', 'ἡ']
['ἁδρύνω[ῡ]']
['ἁδυ-βόας', '-επής']
['ἀ-δῠνᾰμία', '-ίη']
['ἀδῠνᾰσία', 'ἡ']
['ἀδῠνᾰτέω']
['ἀ-δύνᾰτος[ῠ]', '-ον']
['ἁδύ-πνοος', 'ἁδύ-πολις']
['ἁδύς']
['ἄ-δῠτος', '-ον', 'δύω']
['ᾄδω']
['ἀδών[ᾱ]', '-όνος', 'ἡ']
['Ἄδων[ᾰ]', '-ωνος', 'ὁ']
['Ἀδώνια', 'τά', 'Ἀδωνιάζω']
['Ἄδωνις[ᾰ]', '-ιδος', 'ὁ']
['ἀ-δώρητος', '-ον']
['ἀ-δωροδόκητος', '-ον']
['ἀ-δωροδόκος', '-ον']
['ἄ-δωρος', '-ον', 'δῶρον']
['ἀ-δώτης', '-ου', 'ὁ']
